subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
909620000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO;TRITURADAS O PULVERIZADAS|B_LOG|0.2|0.2|0.2|0.2|5|21
909620000-SEMILLAS ANIS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO;TRITURADAS O PULVERIZADAS|C_WINS|0.0|0.0|0.0|0.05|5|21
910110000-JENGIBRE SIN TRITURAR NI PULVERIZAR|A_BASELINE|0.7839|0.6507|0.9892|0.6444|5|3086
910110000-JENGIBRE SIN TRITURAR NI PULVERIZAR|B_LOG|0.8282|0.7072|1.0|0.7072|5|3086
910110000-JENGIBRE SIN TRITURAR NI PULVERIZAR|C_WINS|0.0464|0.1821|0.027|0.0648|5|3086
910120000-JENGIBRE TRITURADO O PULVERIZADO|A_BASELINE|0.3333|0.3|0.4|0.3|5|131
910120000-JENGIBRE TRITURADO O PULVERIZADO|B_LOG|0.3333|0.3|0.4|0.3|5|131
910120000-JENGIBRE TRITURADO O PULVERIZADO|C_WINS|0.0|0.0|0.0|0.0225|5|131
910300000-CURCUMA|A_BASELINE|0.3199|0.4629|0.2592|0.1966|5|758
910300000-CURCUMA|B_LOG|0.8702|0.7785|1.0|0.7785|5|758
910300000-CURCUMA|C_WINS|0.07|0.1167|0.0525|0.1128|5|758
910910000-MEZCLAS DE ESPECIAS DE PRODUCTOS DE DISTINTAS PARTIDAS (NOTA 1 B DE ESTE CAPITULO)|A_BASELINE|0.0|0.0|0.0|0.0|5|22
910910000-MEZCLAS DE ESPECIAS DE PRODUCTOS DE DISTINTAS PARTIDAS (NOTA 1 B DE ESTE CAPITULO)|B_LOG|0.0|0.0|0.0|0.0|5|22
910910000-MEZCLAS DE ESPECIAS DE PRODUCTOS DE DISTINTAS PARTIDAS (NOTA 1 B DE ESTE CAPITULO)|C_WINS|0.0|0.0|0.0|0.0|5|22
910991000-HOJAS DE LAUREL|A_BASELINE|0.2|0.2|0.2|0.25|5|39
910991000-HOJAS DE LAUREL|B_LOG|0.0|0.0|0.0|0.0786|5|39
910991000-HOJAS DE LAUREL|C_WINS|0.0|0.0|0.0|0.0786|5|39
910999000-TOMILLO, CURRI Y DEMÃS ESPECIAS|A_BASELINE|0.9792|0.9714|0.9895|0.964|5|324
910999000-TOMILLO, CURRI Y DEMÃS ESPECIAS|B_LOG|0.9738|0.9714|0.9789|0.9565|5|324
910999000-TOMILLO, CURRI Y DEMÃS ESPECIAS|C_WINS|0.1924|0.6643|0.117|0.3382|5|324
